Source,RA_ICRS,DE_ICRS,pmRA,pmDE,Gmag,BPmag,RPmag
6083448169779228288,202.28243209091,-47.78596110011,-3.607,-5.888,20.280252,20.663904,19.894154
6083448238495173760,202.2686703989,-47.78357124731,-4.511,-6.38,20.029276,20.75848,19.37168
6083448238489430784,202.2769058518,-47.77436995377,-2.934,-5.595,20.38607,20.916914,19.734224
6083448238481063424,202.26562236912,-47.77419132038,-3.323,-6.445,19.751251,20.15504,19.378857
6083448234188076032,202.27953228505,-47.76759544348,-3.91,-6.661,20.087345,20.519487,19.59221
6083448238495176832,202.28266607989,-47.76512611931,-1.96,-8.257,17.504744,18.348024,16.580751
6083448268547804416,202.29179595182,-47.77087123557,-4.975,-5.799,18.344992,18.794157,17.736485
6083448268547882240,202.29550500861,-47.75668006679,-3.709,-6.494,19.44661,19.901608,18.995243
6083465826375159040,201.57057847938,-47.97093876542,-3.176,-7.351,20.074663,20.493618,19.519068
6083465860732930304,201.58743331166,-47.96802649805,-3.456,-6.542,18.028936,18.328024,17.60162
6083465860732956288,201.59962784551,-47.96116834934,-3.542,-6.336,19.7157,20.133835,19.119165
6083465865032537216,201.59909551813,-47.96037076016,-5.031,-6.777,20.512257,21.314999,20.406723
6083465860732949632,201.58468587467,-47.96215259126,-1.661,-6.314,20.117691,20.735832,19.508833
6083465860733000832,201.60025315558,-47.94724104194,-3.651,-6.737,17.469568,17.887663,16.922832
6083477405605044224,201.49177086785,-47.95936901311,-3.741,-6.611,18.324293,18.655233,17.835001
6083477405605053440,201.4988815165,-47.95716428176,-3.471,-7.288,20.006746,20.349653,19.526117
6083477405611269248,201.49293115847,-47.95405227019,-3.445,-7.304,20.434422,21.043867,19.748478
6083477512976831872,201.53385457973,-47.96377398664,-3.744,-6.726,18.917871,19.315193,18.399118
6083477543044002432,201.53315782633,-47.95915347854,-3.331,-6.403,19.51293,19.876774,18.873344
6083477547343527040,201.54008031127,-47.95297914004,-2.229,-7.005,19.816267,20.309622,19.334959
6083477543044032256,201.54511299394,-47.9501823976,-3.132,-6.933,18.387627,18.719625,17.897104
6083477581712266496,201.56497553286,-47.9651024139,-2.999,-6.556,17.009987,17.433838,16.420277
6083477577403735808,201.5761203976,-47.96072321574,-3.774,-7.609,19.71111,20.101511,19.05412
6083477581712269696,201.5803903285,-47.9571036417,-3.457,-6.726,18.44211,18.780226,17.981836
6083477616063066880,201.59114558073,-47.9476666336,-2.978,-6.726,18.874594,19.250715,18.426317
6083477616063057536,201.58129848091,-47.94625751962,-3.221,-5.733,19.84178,,
6083477646123254272,201.562917487,-47.94836525936,-3.65,-6.726,19.50021,19.967157,18.951138
6083477650431748480,201.57342172075,-47.94291413838,-3.375,-6.656,17.959349,18.304146,17.44523
6083477646123271424,201.57143581381,-47.9434545976,-3.08,-6.988,19.393328,19.797634,18.866066
6083477646123256832,201.55417687039,-47.9477601925,-3.712,-6.411,19.606413,20.020561,18.687246
6083477650422780288,201.56215863621,-47.94134117914,-2.965,-5.819,19.913353,20.434608,19.375013
